track_id,artists,track_name,track_genre,search_string,duration_ms,tempo,tempo_log,duration_minutes,tags_clean_text,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,lfm_playcount,lfm_listeners,log_playcount,log_listeners,log_plays_per_listener,plays_per_listener,tag_count
3TcL0dyCMyr0kyTTc4NLgI,Selena Gomez & The Scene,Who Says,dance,Who Says - Selena Gomez & The Scene,195613,101.019,4.615308617961015,3.2602166666666665,pop love at first listen selena gomez cute love,0.0843,0.682,0.927,0.0,0.149,-2.915,0.0479,0.744,5419976.0,692071.0,15.50560212986439,13.447445275430146,2.178328469096766,7.831531735905709,5
3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,dance,Light Switch - Charlie Puth,187703,184.009,5.21498466945626,3.1283833333333333,pop rnb soul american usa male vocalist singer-songwriter jung kook all singer songwriter,0.105,0.69,0.626,0.000335,0.0881,-5.693,0.306,0.912,4711019.0,474117.0,15.365415003056313,13.069211514843191,2.3920972231485784,9.936405992613638,10
3eR23VReFzcdmS7TYCrhCe,Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),dance,"It Ain't Me (with Selena Gomez) - Kygo, Selena Gomez",220780,99.968,4.604850134777166,3.679666666666667,electronic selena gomez tropical house pop house,0.119,0.64,0.533,0.0,0.0864,-6.596,0.0706,0.515,4343478.0,478223.0,15.284186197859787,13.077834520952747,2.310804898454662,9.082536808141809,5
5ln5yQdUywVbf8HhFsOcd6,Halsey,Walls Could Talk,dance,Walls Could Talk - Halsey,101789,95.162,4.55558070244803,1.6964833333333333,under two minute electropop rnb indie-pop my radio,0.128,0.626,0.423,0.0,0.18,-6.035,0.0513,0.571,4138347.0,509371.0,15.235807232349893,13.140933873389368,2.2109549942311597,8.124426007762516,5
1I4lCSP69P74nU3a6Su5L2,Duke & Jones;Louis Theroux,Jiggle Jiggle,dance,"Jiggle Jiggle - Duke & Jones, Louis Theroux",97208,99.992,4.6050901827879205,1.6201333333333334,electronic house uk british trap rnb,0.458,0.864,0.412,0.00087,0.124,-5.886,0.273,0.654,495102.0,106271.0,13.1125211007131,11.573757124176472,1.7332229389684344,4.658862718897912,6
5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld;Alesso;Florida Georgia Line;WATT,"Let Me Go (with Alesso, Florida Georgia Line & watt)",dance,"Let Me Go (with Alesso, Florida Georgia Line & watt) - Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",174800,103.07,4.635408369048701,2.9133333333333336,pop female vocalist dance teen pop american dance pop my top song hailee steinfeld usa teen,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,0.742,3187903.0,391379.0,14.974874205515377,12.877434234018196,2.213241100649732,8.14530927821881,10
5WHTFyqSii0lmT9R21abT8,Mabel,Don't Call Me Up,edm,Don't Call Me Up - Mabel,178480,98.994,4.595059242237363,2.974666666666667,pop rnb dance british female vocalist uk disco my top song denmark mike tramp,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,0.147,0.234,3750878.0,404483.0,15.137500770479205,12.910367459692184,2.329544878367268,9.273264883814647,10
1I8tHoNBFTuoJAlh4hfVVE,Kygo;Conrad Sewell,Firestone,edm,"Firestone - Kygo, Conrad Sewell",271640,113.927,4.7355578924051125,4.527333333333333,electronic house tropical house chillout downtempo norwegian chillwave norway deep house edm,0.393,0.704,0.634,3.17e-05,0.0952,-7.374,0.0428,0.411,4007628.0,549818.0,15.203710352592186,13.217344412137267,2.114930343508303,7.289008362767316,10
127uq83uGFapbddqiMUKky,David Guetta;Akon,Sexy Bitch (feat. Akon),edm,"Sexy Bitch (feat. Akon) - David Guetta, Akon",195853,130.011,4.867619062260518,3.2642166666666665,dance club house electronic sexy,0.0771,0.813,0.627,0.000616,0.131,-5.018,0.0486,0.801,8551153.0,1137006.0,15.961576802565443,13.943909929266052,2.1425059263729365,7.520763302920125,5
4lhqb6JvbHId48OUJGwymk,Avicii,Hey Brother,edm,Hey Brother - Avicii,255093,125.014,4.828425731030769,4.25155,dance pop electronic country house country,0.0309,0.545,0.78,4.64e-05,0.0828,-4.867,0.0436,0.458,7282162.0,946734.0,15.800938491427448,13.760774501962796,2.162388974576885,7.691877549554574,5
5xYC48nOppVemY6U5GRGTb,David Guetta;Kid Cudi,Memories (feat. Kid Cudi),edm,"Memories (feat. Kid Cudi) - David Guetta, Kid Cudi",210853,129.983,4.867403672673772,3.5142166666666665,house dance electronic party pop,0.00144,0.546,0.916,4.34e-06,0.251,-3.932,0.255,0.375,9827630.0,1240882.0,16.1007084661308,14.031333780934805,2.188281903249095,7.919874734261597,5
4qtdkdTY1t3RmlmSbWykzR,Sigala;Talia Mar,Stay the Night,edm,"Stay the Night - Sigala, Talia Mar",171954,124.034,4.820555721569243,2.8659,dance house electronic british tropical house pop edm sigala dj electronica,0.177,0.636,0.936,0.0,0.0879,-2.65,0.0729,0.415,440041.0,69045.0,12.994625455884403,11.142528228122558,1.99785849508392,6.373249330147005,10
22mek4IiqubGD9ctzxc69s,Calvin Harris;Disciples,How Deep is Your Love (feat. Disciples),electro,"How Deep is Your Love (feat. Disciples) - Calvin Harris, Disciples",212640,122.003,4.804045634594858,3.544,electronic dance electro disco electronica british house scottish electropop pop,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,0.336,121393.0,40430.0,11.70679673299242,10.60735209643727,1.3869310616727049,3.0025476131585456,10
38GBNKZUhfBkk3oNlWzRYd,Billie Eilish,NDA,electro,NDA - Billie Eilish,195776,85.016,4.442839474070394,3.2629333333333332,pop electropop 2021 indie-pop alt-pop,0.341,0.765,0.373,0.525,0.112,-9.921,0.0713,0.554,11285064.0,770349.0,16.238990728075404,13.554600236009922,2.7504253907560314,14.649287530716597,5
3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay,electro,wish you were gay - Billie Eilish,221543,118.028,4.770921884452881,3.6923833333333334,contemporary rnb indie electropop pop 2010,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,0.282,11223532.0,986503.0,16.233523292628693,13.801922659175563,2.5158470670912303,11.377088564353073,5
042Sl6Mn83JHyLEqdK7uI0,Billie Eilish,Your Power,electro,Your Power - Billie Eilish,245896,129.642,4.864776805491588,4.0982666666666665,2021 folk pop female vocalist 2020 acoustic,0.932,0.632,0.284,0.000476,0.233,-14.025,0.0801,0.208,9742345.0,763139.0,16.09199250903902,13.545196779673585,2.6222124952011523,12.766147451512765,5
5N5k9nd479b1xpDZ4usjrg,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),electro,"Promises (with Sam Smith) - Calvin Harris, Sam Smith, Jessie Reyez",213309,123.07,4.812753299184245,3.55515,electronic dance electro disco electronica british house scottish electropop pop,0.0119,0.781,0.768,4.91e-06,0.325,-5.991,0.0394,0.486,3463298.0,435616.0,15.057732160979914,12.98451869590936,2.1916922104716003,7.950346176448982,10
5de9Ho64dovuQI8Uhn5gPD,XXXTENTACION,I Don't Wanna Do This Anymore,emo,I Don't Wanna Do This Anymore - XXXTENTACION,87560,114.208,4.7380213473077495,1.4593333333333334,rap hip-hop emo emo rap,0.843,0.433,0.778,0.0,0.139,-7.681,0.041,0.764,10386500.0,609755.0,16.156017540235695,13.320814156128154,2.892252802122837,17.03389066100319,4
6KjkgYu4mjsMVYy4aCzyw6,Lil Peep;Lil Tracy,white tee,emo,"white tee - Lil Peep, Lil Tracy",132226,149.995,5.010601960207355,2.2037666666666667,cloud rap synthpop trap emo rap east coast hip hop,0.293,0.798,0.528,1e-06,0.0727,-8.908,0.042,0.728,9874043.0,574097.0,16.105420053938474,13.260555392436022,2.901380879530679,17.199259010236947,5
7svpAkwc6xaSxlbZ7V7JiS,salvia palth,i was all over her,emo,i was all over her - salvia palth,161462,104.557,4.649732377244062,2.6910333333333334,shoegaze dream pop mellow indie-pop lo-fi,0.788,0.529,0.353,0.853,0.116,-12.835,0.0292,0.0601,14295830.700000325,1228953.0,16.475478563228343,14.021673959043792,2.5362751079762775,11.632528420533841,5
7lRlq939cDG4SzWOF4VAnd,My Chemical Romance,I'm Not Okay (I Promise),emo,I'm Not Okay (I Promise) - My Chemical Romance,186480,179.722,5.191411212562029,3.108,rock emo alternative punk my chemical romance,0.00602,0.21,0.94,0.0,0.269,-3.427,0.123,0.255,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,"Dance, Dance",emo,"Dance, Dance - Fall Out Boy",180266,114.452,4.740155521125752,3.0044333333333335,pop punk rock punk fall out boy emo,0.00523,0.622,0.961,0.0,0.0854,-3.198,0.154,0.449,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man,folk,Piano Man - Billy Joel,339000,177.734,5.180288050567143,5.65,classic rock piano singer-songwriter billy joel rock,0.605,0.331,0.55,3.96e-06,0.192,-6.483,0.0272,0.429,12000854.0,1299728.2700000037,16.300488455214115,14.07766654689777,2.3256525944264506,9.233356138356493,5
4VQNCzfZ3MdHEwwErNXpBo,2Pac;Big Syke,All Eyez On Me (ft. Big Syke),funk,"All Eyez On Me (ft. Big Syke) - 2Pac, Big Syke",307773,93.279,4.535595002133054,5.12955,gangsta rap hip-hop west coast hip hop breakdancing -1001740215468,0.0293,0.872,0.723,0.0,0.327,-5.968,0.247,0.843,3840260.0,562595.0,15.16105089100414,13.24031706516548,2.057448464414384,6.825976057376977,5
5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Break Stuff,funk,Break Stuff - Limp Bizkit,166706,108.948,4.6908707041776205,2.7784333333333335,nu metal rapcore rock metal alternative,0.0127,0.432,0.884,0.000527,0.166,-6.659,0.13,0.624,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
11jRCxY01k9jvCdUru0EeP,Arctic Monkeys,Body Paint,garage,Body Paint - Arctic Monkeys,290584,144.745,4.9749735735421705,4.843066666666667,indie-rock indie british alternative rock alternative rock britpop garage rock post-punk revival post-punk,0.567,0.56,0.313,0.0,0.0767,-11.653,0.0627,0.254,4311949.0,397788.0,15.276900795956431,12.893676992933207,2.471468146757887,10.839816686275102,10
0yowbJnnbTLpr99f9l1uba,Arctic Monkeys,There’d Better Be A Mirrorball,garage,There’d Better Be A Mirrorball - Arctic Monkeys,265798,72.062,4.2775268595836975,4.429966666666667,baroque pop chamber pop psychedelic art rock smooth soul,0.634,0.513,0.369,0.0139,0.186,-10.899,0.0307,0.311,5229764.0,502799.0,15.46987690195319,13.12794775569823,2.4337275167893986,10.401301514123935,5
0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love - 1990 Remaster,hard-rock,Whole Lotta Love - 1990 Remaster - Led Zeppelin,333893,89.74,4.496916600547837,5.564883333333333,progressive rock hard rock mistagged proto-metal,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,0.422,3489869.0,603489.0,15.06537504420117,13.310484749374154,1.9143931257111404,5.782821227893135,4
7B4uYqxTpTOS1sgxFB9Ann,Sidhu Moose Wala,The Last Ride,hip-hop,The Last Ride - Sidhu Moose Wala,262247,89.029,4.488962159353567,4.370783333333334,hip-hop asia indian punjabi india desi khalistan desi hip-hop punjab,0.0299,0.792,0.647,0.0,0.119,-5.447,0.334,0.638,123257.0,13454.0,11.722034998520567,9.507106063161006,2.3185927490675926,9.161364649918239,9
0F7FA14euOIX8KcbEturGH,Lil Nas X,Old Town Road,hip-hop,Old Town Road - Lil Nas X,113000,135.998,4.9126401797455665,1.8833333333333333,hip-hop rap trap pop country rap country american pop rap queer,0.0578,0.907,0.53,2.23e-06,0.101,-6.112,0.127,0.507,4001598.0,618389.0,15.20220458920542,13.33487460536134,2.011029460943591,6.4710044971692575,9
1A8j067qyiNwQnZT0bzUpZ,Kungs;Cookin' On 3 Burners,This Girl (Kungs Vs. Cookin' On 3 Burners),house,"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs, Cookin' On 3 Burners",195546,121.985,4.803898086354513,3.2591,house french dance electronic france deep house tropical house tropical artiste edm,0.0927,0.792,0.717,3.59e-05,0.226,-4.759,0.0393,0.466,3903563.0,562241.0,15.17740053995054,13.239687641174315,2.072273960692662,6.942864358878133,10
1HFfMOxCAT4GAwaPfCdmUs,Mr. Probz;Robin Schulz,Waves - Robin Schulz Radio Edit,house,"Waves - Robin Schulz Radio Edit - Mr. Probz, Robin Schulz",208133,119.994,4.787441741532004,3.4688833333333333,hip-hop dutch rap nederhop the netherland netherland pop male vocalist dance,0.00821,0.829,0.51,0.00143,0.0829,-9.334,0.0369,0.45,449344.0,53580.0,13.015546245840902,10.888949806604913,2.239263201128149,8.386412840612168,9
4NZrZgrRoR4GwR7flWOXRI,Two Feet,Go Fuck Yourself,indie-pop,Go Fuck Yourself - Two Feet,129599,74.931,4.316567690076568,2.1599833333333334,indie blues rock electronic american jazz and blue new york alternative all pure sex rock alternative,0.571,0.765,0.327,0.0479,0.0787,-8.029,0.277,0.292,3351870.0,455973.0,15.02502925535669,13.0301910693271,2.122384568834663,7.35102736346231,10
2f0pn9DkEJwAzXApnFh5cr,BANNERS,Someone To You,indie-pop,Someone To You - BANNERS,219801,74.988,4.317328100734945,3.66335,pop indie alternative indie-pop guitar,0.00517,0.52,0.903,0.0,0.254,-5.497,0.042,0.652,4839595.0,510851.0,15.39234180413453,13.143835199055461,2.348857238344114,9.47359406167356,5
1sx0XsWUusUoPstbvokZjP,Tai Verdes,A-O-K,indie-pop,A-O-K - Tai Verdes,173640,82.488,4.412652828215642,2.894,indie-pop indie los angele american singer-songwriter rnb usa singer-songwriter pop tiktok modern indie pop,0.125,0.731,0.626,0.0,0.183,-6.919,0.0805,0.862,1266428.0,186226.0,14.05171168684455,12.134721638683411,2.0541865173060705,6.800489727535361,10
1ixbwbeBi5ufN4noUKmW5a,M.I.A.,Paper Planes,indie-pop,Paper Planes - M.I.A.,205200,172.253,5.14896432628782,3.42,hip-hop electronic female vocalist dance british,0.033,0.447,0.848,7.46e-05,0.65,-6.175,0.222,0.485,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
0TZejo18HlJ86OrWNsXKnw,Strawberry Guy,Mrs Magic,indie-pop,Mrs Magic - Strawberry Guy,208500,132.542,4.886899576330447,3.475,bedroom pop hypnagogic pop space rock indie psychedelic pop,0.159,0.471,0.634,0.365,0.374,-7.406,0.031,0.366,14295830.700000325,1185407.0,16.475478563228343,13.985597577089885,2.569542644211899,12.059850076809337,5
5xo8RrjJ9CVNrtRg2S3B1R,Phoebe Bridgers,Motion Sickness,indie-pop,Motion Sickness - Phoebe Bridgers,229760,107.021,4.6730250768873445,3.8293333333333335,wsum 91 7 fm madison indie-rock singer-songwriter rock country,0.774,0.651,0.546,0.0437,0.0842,-9.021,0.0357,0.623,14295830.700000325,1245266.0,16.475478563228343,14.034860522719477,2.524138753450711,11.48014215436728,5
3M5azWqeZbfoVkGXygatlb,Muni Long,Hrs & Hrs,indie-pop,Hrs & Hrs - Muni Long,204316,133.953,4.897488992156395,3.405266666666667,rnb soul rap pop hip-hop indie rnb female vocalist usa female artist,0.607,0.523,0.521,0.0,0.107,-4.746,0.159,0.661,2358946.0,283001.0,14.673725890990326,12.553209243738213,2.233820993114974,8.335468779262264,9
41P6Tnd8KIHqON0QIydx6a,beabadoobee,the perfect pair,indie-pop,the perfect pair - beabadoobee,177533,146.053,4.983969569533436,2.9588833333333335,bossa nova bedroom pop chillout love female vocalist,0.433,0.634,0.663,0.124,0.102,-6.818,0.0331,0.6,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
3pANfZVFdtuVnJsE6xa5Ox,Mitski,Me and My Husband,indie-pop,Me and My Husband - Mitski,137141,172.01,5.1475526146582995,2.2856833333333335,art pop female vocalist chamber pop piano rock marriage,0.0467,0.497,0.638,0.0,0.385,-5.31,0.0274,0.77,14295830.700000325,1106636.0,16.475478563228343,13.916836244636325,2.633202888884621,12.91827728358767,5
2IWtloZYQDcP8Ashwx8QEF,Phantogram,Black Out Days,indie,Black Out Days - Phantogram,227160,92.234,4.524328826143462,3.786,indie-pop indie indietronica psychedelic electronic,0.00506,0.542,0.795,0.019,0.0851,-3.63,0.0368,0.431,6604029.0,696205.0,15.70319062671323,13.453400872535497,2.3500175242214123,9.485753477783124,5
6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet;Dr. Dre;Queen Pen,No Diggity,j-dance,"No Diggity - Blackstreet, Dr. Dre, Queen Pen",304600,88.634,4.484515531177248,5.076666666666667,rnb 90s hip-hop blackstreet,0.303,0.867,0.646,0.0,0.279,-4.674,0.288,0.67,5211572.0,973285.0,15.46639228754686,13.788433254256885,1.8491822162796032,5.354620691780927,4
2l2yRJWgMiJkfPbRNiuC25,Ado,新時代 - ウタ from ONE PIECE FILM RED,j-pop,新時代 - ウタ from ONE PIECE FILM RED - Ado,228214,175.003,5.16480311663372,3.8035666666666668,j-pop pop electronic female vocalist utaite electro j-rock japan,0.0505,0.494,0.986,4.41e-06,0.334,-2.262,0.243,0.421,721657.0,67955.0,13.489306621440631,11.126615715901805,2.4526959641648682,10.619630637922155,8
13MF2TYuyfITClL1R2ei6e,BLACKPINK,BOOMBAYAH,k-pop,BOOMBAYAH - BLACKPINK,240793,124.952,4.827929663555421,4.013216666666667,k-pop dance pop kpop edm,0.00268,0.661,0.836,0.0,0.497,-3.164,0.059,0.396,9533540.0,632113.0,16.070326770101502,13.35682503660936,2.777701788405645,15.082018563136655,5
4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,k-pop,As If It's Your Last - BLACKPINK,213264,125.036,4.828601695838262,3.5544,k-pop kpop pop korean 2017,0.0687,0.786,0.852,0.0,0.0759,-2.687,0.0813,0.455,11573429.0,650471.0,16.264222511587995,13.385453532195834,2.9334516148772423,17.792382750345517,5
3ABi5sVjvEp08IQEKh8BmG,BLACKPINK,Yeah Yeah Yeah,k-pop,Yeah Yeah Yeah - BLACKPINK,178923,124.011,4.8203702713479855,2.98205,k-pop kpop pop korean blackpink girl group dance female vocalist yg hip-hop,0.00522,0.732,0.555,4.65e-06,0.0586,-7.902,0.034,0.65,5114155.0,245907.0,15.447522938865474,12.412712761225302,3.081777405488708,20.797110289662353,10
4XKXphKH76W4zNpkgFS5o2,j-hope,MORE,k-pop,MORE - j-hope,180022,97.031,4.575030515075,3.000366666666667,bts rock hip-hop alt-rock k-pop,0.00537,0.783,0.722,0.00209,0.105,-4.864,0.0357,0.306,14295830.700000325,335511.0,16.475478563228343,12.723413002265408,3.7752664558671896,42.60912667543039,5
05ib88vsMeLfwlAfrZyz99,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",k-pop,"TASTE (Lee Know, Hyunjin, Felix) - Stray Kids",216120,140.209,4.943134166548702,3.602,k-pop pop kpop korean hip-hop stray kid rap electronic rock edm,0.0559,0.626,0.623,0.0,0.199,-5.718,0.0653,0.123,4515055.0,157923.0,15.32292814785708,11.969869183627177,3.3874442623277,28.59023068204125,10
6wBpO4Xc4YgShnENGSFA1M,LE SSERAFIM,Sour Grapes,k-pop,Sour Grapes - LE SSERAFIM,196540,139.998,4.941628136792977,3.2756666666666665,k-pop 2022 rnb korean bossa nova,0.395,0.779,0.801,0.0,0.108,-5.564,0.0457,0.72,10782630.0,508824.0,16.193447156746355,13.13985942502108,3.0996992546634194,21.19127635488892,5
3EMp20j5E42MxfFbsEsIvD,Jack Harlow;Drake,Churchill Downs (feat. Drake),k-pop,"Churchill Downs - Jack Harlow, Drake",309327,96.448,4.56900400300403,5.15545,rap hip-hop trap pop rap pop usa cracker deep underground hip hop american,0.615,0.71,0.522,0.0,0.11,-9.102,0.36,0.37,2609433.0,251700.0,14.77464389754418,12.435997154099226,2.4307350770705645,10.367234803337306,9
4fsQ0K37TOXa3hEQfjEic1,LE SSERAFIM,ANTIFRAGILE,k-pop,ANTIFRAGILE - LE SSERAFIM,184444,105.025,4.654198417055446,3.0740666666666665,k-pop reggaeton korean kpop neoperreo,0.0821,0.882,0.797,0.0,0.113,-3.299,0.0819,0.824,14295830.700000325,795565.0,16.475478563228343,13.586809090006051,2.9428274851448037,17.969406271015348,5
6x4tKaOzfNJpEJHySoiJcs,Lou Bega,Mambo No. 5 (a Little Bit of...),latin,Mambo No. 5 (a Little Bit of...) - Lou Bega,220293,174.06,5.159400067361368,3.67155,90s pop dance mambo latin,0.103,0.622,0.807,0.0,0.306,-6.752,0.408,0.892,3810234.0,771996.0,15.15320142499079,13.556735942989,1.780961689510217,4.935561842289339,5
2mzDRrBn6M6rWX4bGzd1uQ,Chimbala,Feliz,latino,Feliz - Chimbala,177240,129.995,4.867495988177457,2.954,reggaeton dominican dominican republic,0.373,0.848,0.852,0.0323,0.0865,-2.158,0.103,0.956,116910.0,22309.0,11.669168240552514,10.012790287426578,1.831058048348187,5.24048590255054,3
0TkIQ2I48rz4kpk1XpfyHq,Rvfv;Rels B,Mi Luz (ft. Rels B),latino,"Mi Luz (ft. Rels B) - Rvfv, Rels B",168000,200.031,5.298472354536778,2.8,latin rap hip-hop spain trap latino javilda,0.509,0.705,0.526,0.000106,0.0742,-6.359,0.327,0.671,649387.0,89773.0,13.383785659884525,11.405050680073737,2.1082301443622495,7.23365599901975,6
3M23T72K5eqHI2GzdFMMHE,Anuel AA,Brother,latino,Brother - Anuel AA,209578,166.018,5.11209621621297,3.4929666666666668,reggaeton trap latin rap latin trap hip-hop puerto rico latin urban bellakeo trap latino,0.618,0.592,0.625,9.71e-05,0.287,-6.203,0.2,0.555,236959.0,19945.0,12.375646629501626,9.900783900961812,2.5557239888980545,11.88062170970168,10
1khmgu0pveJbkbpbkyvcQv,Bad Bunny;El Alfa,La Romana,latino,"La Romana - Bad Bunny, El Alfa",300579,125.8,4.8346933442663405,5.00965,reggaeton latin recommended latin pop dembow,0.0327,0.655,0.725,0.00264,0.0611,-5.497,0.188,0.326,2452732.0,238876.0,14.712713471005797,12.383704054087325,2.4219494746780086,10.267804216413536,5
2eTkxblLeqdTSsb2ivafDX,Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")",pop-film,"Galliyan Returns (From ""Ek Villain Returns"") - Ankit Tiwari, Manoj Muntashir",350011,85.959,4.45387043838882,5.833516666666666,bollywood hindi all melody downtempo love song india movie,0.432,0.43,0.612,2.29e-06,0.0955,-5.534,0.0392,0.241,25724.0,5383.0,10.15521856070225,8.591186871324563,1.7541870346654307,4.778747910087312,8
5urYiIXu1ZhfMAOsp7WDTc,Yasser Desai;Neha Kakkar;Rajat Nagpal,"Dil Ko Karaar Aaya (From ""Sukoon"")",pop-film,"Dil Ko Karaar Aaya (From ""Sukoon"") - Yasser Desai, Neha Kakkar, Rajat Nagpal",231486,147.986,4.997117674695169,3.8581,indian hindi india bollywood hindi pop bollywwod,0.777,0.55,0.448,0.000459,0.111,-9.117,0.0366,0.388,125196.0,18079.0,11.737643775699707,9.802561633946167,2.070014816737924,6.924940538746612,6
0b11D9D0hMOYCIMN3OKreM,Witt Lowry;Ava Max,Into Your Arms (feat. Ava Max),pop,"Into Your Arms (feat. Ava Max) - Witt Lowry, Ava Max",186022,170.039,5.136027822504112,3.1003666666666665,rap hip-hop emotional rap trap genre hip-hop american male vocalist hip-hip,0.0134,0.504,0.788,0.0,0.363,-4.113,0.215,0.228,1476417.0,169803.0,14.205129441881596,12.04240010970795,2.271598088091126,8.694881715870745,8
3z06k8YF9CqX0CGFrlekOK,vaultboy,everything sucks,pop,everything sucks - vaultboy,115401,138.023,4.927420337936526,1.92335,indie-pop pop usa electronic,0.00772,0.76,0.371,0.0,0.0785,-8.964,0.0531,0.653,1371399.0,177264.0,14.131342673832402,12.08540106704791,2.167507110253058,7.736477795829948,4
2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & the Blackhearts,I Love Rock 'N Roll,punk-rock,I Love Rock 'N Roll - Joan Jett & the Blackhearts,175173,94.379,4.547318590776968,2.91955,rock classic rock female vocalist 80s punk hard rock punk rock american rock n roll usa,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,0.901,170553.0,29260.0,12.04680724110445,10.284010850340083,1.9211605335709003,5.828879015721121,10
0JJP0IS4w0fJx01EcrfkDe,All Time Low,"Dear Maria, Count Me In",punk-rock,"Dear Maria, Count Me In - All Time Low",182826,181.04,5.198718001325282,3.0471,pop punk all time low alternative punk rock rock,0.00725,0.459,0.895,0.0,0.206,-3.126,0.0805,0.572,13493320.0,1250165.0,16.417705380243337,14.038786900461345,2.4675257476916657,10.793231293469262,5
1xaTREM89RbIxkcjlpf4Uw,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,punk-rock,Heaven Knows I'm Miserable Now - 2011 Remaster - The Smiths,215760,114.045,4.73659310734851,3.596,jangle pop indie-pop new wave indie post-punk,0.028,0.609,0.759,0.0,0.183,-4.862,0.0276,0.774,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
1FvDJ9KGxcqwv1utyPL3JZ,The Smiths,This Charming Man - 2011 Remaster,punk-rock,This Charming Man - 2011 Remaster - The Smiths,162920,103.912,4.643544387104983,2.715333333333333,jangle pop rock indie pop pop rock,0.00509,0.611,0.846,0.0,0.0784,-5.9,0.0436,0.751,14295830.700000325,1299728.2700000037,16.475478563228343,14.07766654689777,2.4848309727736084,10.999091910188492,5
1FkoVC85Ds3mFoK0fVqEqP,The Offspring,Self Esteem,punk-rock,Self Esteem - The Offspring,257826,104.56,4.649761069315966,4.2971,punk rock punk rock 90s alternative,0.0204,0.488,0.862,0.0,0.359,-7.595,0.0476,0.706,10343038.0,1299728.2700000037,16.151824291018983,14.07766654689777,2.192529846588167,7.957846450473814,5
5rgy6ghBq1eRApCkeUdJXf,fun.;Janelle Monáe,We Are Young (feat. Janelle Monáe),rock,"We Are Young (feat. Janelle Monáe) - fun., Janelle Monáe",250626,184.086,5.215403039720041,4.1771,indie pop alternative fun indie-pop,0.02,0.378,0.638,7.66e-05,0.0849,-5.576,0.075,0.735,10933192.0,1299728.2700000037,16.207313949238035,14.07766654689777,2.241975480885053,8.411905974777303,5
7pKfPomDEeI4TPT6EOYjn9,John Lennon,Imagine - Remastered 2010,rock,Imagine - Remastered 2010 - John Lennon,187866,75.752,4.327464846681199,3.1311,piano rock soft rock my top song rock pop rock,0.907,0.547,0.257,0.183,0.0935,-12.358,0.0252,0.169,3959271.0,597764.0,15.191570727946479,13.300952979108605,2.031231444499083,6.623468459124337,5
34x6hEJgGAOQvmlMql5Ige,Kenny Loggins,"Danger Zone - From ""Top Gun"" Original Soundtrack",rock,"Danger Zone - From ""Top Gun"" Original Soundtrack - Kenny Loggins",215133,157.17,5.057328022088238,3.58555,80s pop rock 1986 male vocalist,0.241,0.544,0.897,0.0,0.13,-6.056,0.0471,0.647,2907414.0,423195.0,14.882774928209866,12.955590707685717,2.063077383406843,6.870152057562117,4
6srBp90EwADKAF7PorGiUC,Adolescent's Orquesta,Virgen,salsa,Virgen - Adolescent's Orquesta,271766,90.838,4.509077700262269,4.529433333333333,salsa me corto las vena amor-salsa-romantica,0.715,0.662,0.776,0.000411,0.106,-4.707,0.0457,0.724,2265491.0,208765.0,14.633302511853786,12.24896928648248,2.472485806314275,10.851871721792445,3
